"Institution","Acad Group","Acad Org","Subject","Catalog","Course Title","Descr of Pre/Co-requisites","Line","Logical Connector","LP","Line Type","Rqs Type","Req Subject","Req Catalog","Min Grade","Min GPA","Min Units","Cond Code","Operator","Value","RP","Allow In-Progress","Allow Trnsfr Crdt","Allow Test Crdt","Allow Othr Crdt","Allow Equiv Course","Consent","Eff Date","Rqrmnt","Value","Institution","Acad Group","Subject","Catalog","Ptrn Type","Course ID","Designation","Parenth","Min Course","Trnsfr Lvl","In GPA crs","Excl In-Progrss","Min Points","Min Units","Valid Beg","Valid End","Term","Assoc","Topic ID","Test ID","Component","Score","Key"
"QNS01","ARTHU","ART-QC","ARTS"," 375","Photography Special Projects","PRE: ARTS 176, and ARTH 101 and 102, and permission of the instructor and deputy chair of Studio Art","0030","And","","Course","Pre-Rqs","ARTH"," 102","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","003970","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0003"
"QNS01","ARTHU","ART-QC","ARTS"," 376","Senior Photography Seminar","","","","","","","","","","","","","","","","","","","","","No Consent","03/18/2019","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 377","Senior Photography Thesis","","","","","","","","","","","","","","","","","","","","","No Consent","03/18/2019","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 379","Ceramics Special Projects","PRE: ARTS 186, and ARTH 101 and 102, and permissions of the instructor and deputy chair of Studio Art","0010","","","Course","Pre-Rqs","ARTS"," 186","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","004146","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 379","Ceramics Special Projects","PRE: ARTS 186, and ARTH 101 and 102, and permissions of the instructor and deputy chair of Studio Art","0020","And","","Course","Pre-Rqs","ARTH"," 101","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","003969","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","ART-QC","ARTS"," 379","Ceramics Special Projects","PRE: ARTS 186, and ARTH 101 and 102, and permissions of the instructor and deputy chair of Studio Art","0030","And","","Course","Pre-Rqs","ARTH"," 102","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","003970","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0003"
"QNS01","ARTHU","ART-QC","ARTS"," 385","Vt: Spc Topics In Sculpt","PRE:  ARTS 283","0010","","","Course","Pre-Rqs","ARTS"," 283","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","04/17/2013","","","QNS01","","","","SMPL","004191","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 386","VT: New Forms","Prereq.: at least two Level-2 courses.","0010","","","Condition","","","","","0.000","0.00","Acad Progs","Equal","","","Y","Y","Y","Y","","No Consent","04/17/2013","","","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 387","VT: Technical Workshops","PRE: Permission of the instructor","","","","","","","","","0.000","","","","","","","","","","","No Consent","07/17/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 388","Becoming Insect","","","","","","","","","","","","","","","","","","","","","No Consent","06/25/2018","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 390","Vt: Studies In Contemp Art","","","","","","","","","","","","","","","","","","","","","No Consent","07/17/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 391","VT: Senior Project","Prereq.: All Level 1 and 2 requirements, ARTH 101 and 102, and at least one Art History elective.","","","","","","","","","0.000","","","","","","","","","","","No Consent","07/17/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 392","Senior Project II","PRE:  ARTS 391, BFA major with senior standing or department approval","0010","","","Course","Pre-Rqs","ARTS"," 391","","0.000","0.00","","","","","Y","Y","Y","Y","Y","Dept Cnsnt","04/17/2013","","","QNS01","","","","SMPL","004235","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 392","Senior Project II","PRE:  ARTS 391, BFA major with senior standing or department approval","0020","And","","Condition","","","","","0.000","0.00","Acad Plan","Equal","ARTS-BFA","","Y","Y","Y","Y","","Dept Cnsnt","04/17/2013","","ARTS-BFA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","ART-QC","ARTS"," 392","Senior Project II","PRE:  ARTS 391, BFA major with senior standing or department approval","0030","And","","Condition","","","","","0.000","0.00","Acad Level","> or =","Lower SR","","Y","Y","Y","Y","","Dept Cnsnt","04/17/2013","","41","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0003"
"QNS01","ARTHU","ART-QC","ARTS"," 393","Independent Internship","Pre-req.: College average 2.75, department average 3.4","0010","","","Condition","","","","","0.000","0.00","Acad Level","Equal","","","Y","Y","Y","Y","","No Consent","04/17/2013","","","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 394","Performance Studio","","","","","","","","","","","","","","","","","","","","","No Consent","06/25/2018","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 395","Senior Capstone","Pre: ARTS 345","0010","","","Course","Pre-Rqs","ARTS"," 345","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","03/18/2019","","","QNS01","","","","SMPL","004204","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 396","Advert Design Spec Proj","PRE: ARTS 296, and ARTH 101 and 102, and permission of the instructor and deputy chair of Studio Art","0010","","","Course","Pre-Rqs","ARTS"," 296","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","004203","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","ART-QC","ARTS"," 396","Advert Design Spec Proj","PRE: ARTS 296, and ARTH 101 and 102, and permission of the instructor and deputy chair of Studio Art","0020","And","","Course","Pre-Rqs","ARTH"," 101","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","003969","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","ART-QC","ARTS"," 396","Advert Design Spec Proj","PRE: ARTS 296, and ARTH 101 and 102, and permission of the instructor and deputy chair of Studio Art","0030","And","","Course","Pre-Rqs","ARTH"," 102","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/01/2013","","","QNS01","","","","SMPL","003970","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0003"
"QNS01","ARTHU","ART-QC","ARTS"," 397","Queerness & Disability in Art","","","","","","","","","","","","","","","","","","","","","No Consent","06/25/2018","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 499","Studio Art Elective Credit","","","","","","","","","","","","","","","","","","","","","No Consent","07/23/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 603","Advanced Design Studio","","","","","","","","","","","","","","","","","","","","","No Consent","07/23/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 607","Advanced Drawing Studio I","","","","","","","","","","","","","","","","","","","","","No Consent","07/23/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 608","Advanced Drawing Studio II","","","","","","","","","","","","","","","","","","","","","No Consent","07/23/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 609","Advanced Painting","","","","","","","","","","","","","","","","","","","","","No Consent","02/01/2001","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 610","Graphic Design I, II","","","","","","","","","","","","","","","","","","","","","No Consent","02/01/2001","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 611","Graphic Design I, II","","","","","","","","","","","","","","","","","","","","","No Consent","02/01/2001","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 612","Advanced Sculpture Studio","","","","","","","","","","","","","","","","","","","","","No Consent","02/01/2001","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 713","Computer Imaging","","","","","","","","","","","","","","","","","","","","","No Consent","04/29/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 723","MFA Writing Seminar","","","","","","","","","","","","","","","","","","","","","No Consent","06/01/2016","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 724","Contemporary Issues in the Vis","","","","","","","","","","","","","","","","","","","","","No Consent","12/05/2011","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 728","Sculpture Techniques","","","","","","","","","","","","","","","","","","","","","No Consent","04/29/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 729","Individual Criticism","","","","","","","","","","","","","","","","","","","","","No Consent","12/08/2011","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 730","Seminar  Problems of New Forms","","","","","","","","","","","","","","","","","","","","","No Consent","04/29/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 731","Seminar Problems of Represent","","","","","","","","","","","","","","","","","","","","","No Consent","04/29/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 735","VT: Advanced Problems Studio","","","","","","","","","","","","","","","","","","","","","No Consent","04/29/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 777","Hist & Theory Social Art Pract","","","","","","","","","","","","","","","","","","","","","No Consent","01/26/2016","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS"," 778","Seminar in Project Management","","","","","","","","","","","","","","","","","","","","","Inst Cnsnt","01/26/2016","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS","3871","Vt:Wkshp Creatve Art","","","","","","","","","","","","","","","","","","","","","No Consent","09/01/2002","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS","3872","Vt:Wkshp Creatve Art","","","","","","","","","","","","","","","","","","","","","No Consent","09/01/2002","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS","3874","Vt:Wksp Creatve Art","","","","","","","","","","","","","","","","","","","","","No Consent","02/01/2002","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS","4991","Lasar - Hum Ii","","","","","","","","","","","","","","","","","","","","","No Consent","07/23/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS","4992","Lasar - Pinwc","","","","","","","","","","","","","","","","","","","","","No Consent","07/23/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS","4993","Lasar - Hum Ii & Pinwc","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS","6203","Special Projects in Design","","","","","","","","","","","","","","","","","","","","","No Consent","04/29/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS","6213","Special Projects in Fine Arts","","","","","","","","","","","","","","","","","","","","","No Consent","04/29/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS","7211","Painting and/or Mixed Media I","","","","","","","","","","","","","","","","","","","","","No Consent","11/23/2011","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS","7212","Painting and/or Mixed Media II","","","","","","","","","","","","","","","","","","","","","No Consent","12/05/2011","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS","7213","Painting/Mixed Media II","","","","","","","","","","","","","","","","","","","","","No Consent","12/05/2011","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS","7214","Painting & or Mixed Media IV","","","","","","","","","","","","","","","","","","","","","No Consent","12/05/2011","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS","7221","Sculpture and Installation I","","","","","","","","","","","","","","","","","","","","","No Consent","12/05/2011","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS","7222","Sculpture and Installation II","","","","","","","","","","","","","","","","","","","","","No Consent","12/05/2011","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS","7223","Sculpture and Installation III","","","","","","","","","","","","","","","","","","","","","No Consent","12/05/2011","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS","7224","Sculpture and Installation IV","","","","","","","","","","","","","","","","","","","","","No Consent","12/05/2011","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS","7251","MFA Graduate Seminar I","","","","","","","","","","","","","","","","","","","","","No Consent","03/07/2016","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS","7252","MFA Graduate Seminar II","","","","","","","","","","","","","","","","","","","","","No Consent","03/07/2016","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS","7253","MFA Graduate Seminar III","","","","","","","","","","","","","","","","","","","","","No Consent","03/07/2016","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS","7254","MFA Graduate Seminar IV","","","","","","","","","","","","","","","","","","","","","No Consent","03/07/2016","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS","7271","Printmaking","","","","","","","","","","","","","","","","","","","","","No Consent","04/29/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","ART-QC","ARTS","7272","Photography","","","","","","","","","","","","","","","","","","","","","No Consent","04/29/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","SOCSC","BALA-QC","BALA"," 100","Intro Seminar","BALA Minors Only","0010","","","Condition","","","","","0.000","0.00","Acad Plan","Equal","BALA-MIN","","Y","Y","Y","Y","","No Consent","08/17/2018","","BALA-MIN","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","SOCSC","BALA-QC","BALA"," 103W","Critical Thinking in Business","PRE: ENGL 110 and BALA Minors Only","0010","","","Course","Pre-Rqs","ENGL"," 110","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","01/01/2017","","","QNS01","","","","SMPL","007747","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","SOCSC","BALA-QC","BALA"," 103W","Critical Thinking in Business","PRE: ENGL 110 and BALA Minors Only","0020","And","","Condition","","","","","0.000","0.00","Acad Plan","Equal","BALA-MIN","","Y","Y","Y","Y","","No Consent","01/01/2017","","BALA-MIN","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","SOCSC","BALA-QC","BALA"," 165","Oral Comm In Wkpl","BALA Minors Only","0010","","","Condition","","","","","0.000","0.00","Acad Plan","Equal","BALA-MIN","","Y","Y","Y","Y","","No Consent","08/17/2018","","BALA-MIN","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","SOCSC","BALA-QC","BALA"," 200","Intro to Entrepreneurship","PRE:  ACCT 100 and ( CSCI 12 or CSCI 48) and BALA Minors only; or permission of the department","0010","","","Course","Pre-Rqs","ACCT"," 100","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","11/25/2013","","","QNS01","","","","SMPL","003006","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","SOCSC","BALA-QC","BALA"," 200","Intro to Entrepreneurship","PRE:  ACCT 100 and ( CSCI 12 or CSCI 48) and BALA Minors only; or permission of the department","0020","And","(","Course","Pre-Rqs","CSCI","  12","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","11/25/2013","","","QNS01","","","","SMPL","005621","","(","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
